CustomerID,CreditScore,Country,Gender,Age,TenureYears,Balance,NumOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Churn
CUST20381,691,France,Male,31,3,73714.48,3,1,1,61468.94,0
CUST20382,778,France,Male,28,3,0.0,1,1,0,59940.92,0
CUST20383,816,France,Male,18,2,167304.86,3,0,0,36859.14,0
CUST20384,649,Germany,Male,24,3,58632.47,3,0,1,67191.33,0
CUST20385,638,Spain,Female,29,3,29719.59,3,1,1,134500.42,0
CUST20386,558,France,Female,29,7,13173.93,1,1,1,96004.77,0
CUST20387,633,France,Female,56,3,56495.48,1,0,0,128136.73,0
CUST20388,687,Spain,Female,64,8,44048.87,1,0,1,108223.08,0
CUST20389,673,France,Male,62,6,34464.48,2,0,1,57448.92,1
CUST20390,646,Germany,Female,67,7,37483.06,2,0,1,15000.0,1
CUST20391,570,Spain,Male,64,6,104135.86,1,0,0,43291.55,0
CUST20392,447,Germany,Male,41,10,186669.99,2,1,1,54794.39,0
CUST20393,377,France,Male,38,2,120131.44,1,1,0,51313.77,0
CUST20394,560,Spain,Female,51,10,136742.9,2,1,0,129145.9,1
CUST20395,548,France,Male,34,2,54242.45,1,1,1,128676.48,0
CUST20396,654,France,Female,49,1,80756.6,3,0,0,184534.58,0
CUST20397,800,France,Male,69,9,98456.53,1,0,0,50632.55,1
CUST20398,700,Germany,Female,28,9,38724.32,3,0,0,156885.17,0
CUST20399,752,Spain,Female,58,1,51584.85,1,1,0,156607.02,0
CUST20400,639,Germany,Female,66,6,122000.36,1,0,0,74548.13,0
CUST20401,813,France,Male,45,5,134966.1,1,1,1,106309.99,0
CUST20402,819,Germany,Female,36,2,78707.56,2,0,1,140833.0,0
CUST20403,426,France,Male,31,5,9266.36,3,1,1,82348.39,0
CUST20404,669,Germany,Male,26,7,58742.44,1,1,0,78862.37,0
CUST20405,602,France,Male,34,6,0.0,3,1,0,56769.82,1
CUST20406,836,Spain,Male,56,5,79136.13,3,0,1,15000.0,0
CUST20407,642,Spain,Male,44,9,89047.17,2,1,1,88171.22,0
CUST20408,357,Spain,Female,29,2,60110.93,2,1,0,53055.88,0
CUST20409,454,France,Male,46,6,88294.12,3,0,1,36609.31,0
CUST20410,414,France,Male,60,3,97929.57,3,0,0,103998.62,0
CUST20411,450,France,Female,18,10,89127.41,1,0,1,19690.95,0
CUST20412,397,Spain,Male,19,2,8915.83,3,0,0,121273.6,0
CUST20413,741,Spain,Female,67,9,61070.46,2,1,0,106761.97,0
CUST20414,597,France,Female,56,6,97541.36,1,0,0,66991.31,0
CUST20415,685,Spain,Female,47,2,161829.15,3,1,0,82151.04,0
CUST20416,849,Germany,Male,65,8,60044.08,3,1,1,31440.05,0
CUST20417,673,France,Male,48,2,105296.21,2,1,1,118765.24,0
CUST20418,589,France,Male,45,2,123298.36,3,1,1,93431.39,1
CUST20419,483,France,Female,28,3,64185.48,1,1,0,96783.25,0
CUST20420,727,Spain,Male,60,7,138162.43,3,1,1,107585.07,0
CUST20421,603,France,Female,57,4,141119.56,2,1,0,56091.31,0
CUST20422,728,France,Male,33,6,150921.16,1,0,0,16642.38,0
CUST20423,361,Spain,Female,56,6,100213.77,2,1,1,128079.33,0
CUST20424,431,France,Male,55,2,204807.55,1,0,1,115992.33,0
CUST20425,414,France,Female,22,2,41159.43,2,1,0,60908.85,0
CUST20426,690,Spain,Male,26,3,191824.27,3,0,0,103409.96,0
CUST20427,609,Spain,Male,48,2,117256.47,2,0,1,141608.8,0
CUST20428,508,Germany,Male,50,10,148721.3,3,1,1,136241.54,0
CUST20429,504,Spain,Female,52,4,57397.92,2,1,0,59594.85,0
CUST20430,653,Spain,Female,37,4,121446.11,3,0,1,18005.75,0
CUST20431,832,Germany,Female,61,7,153483.58,1,1,1,25725.32,0
CUST20432,847,Spain,Female,41,8,15195.27,3,0,0,70972.33,0
CUST20433,585,France,Female,28,7,66017.05,2,0,1,150804.27,0
CUST20434,685,France,Female,23,6,0.0,3,1,1,52219.96,0
CUST20435,391,Spain,Female,63,10,65191.69,1,0,1,58165.25,0
CUST20436,822,France,Female,54,9,30119.55,1,0,0,57239.0,0
CUST20437,358,Spain,Female,41,2,63022.78,3,1,1,61072.11,0
CUST20438,521,Germany,Female,28,1,235800.38,3,1,1,84494.79,0
CUST20439,712,Spain,Male,23,4,169479.19,3,1,1,27397.74,0
CUST20440,834,Germany,Female,25,9,0.0,2,1,1,133796.2,0
CUST20441,435,France,Female,23,10,105565.61,2,0,0,78483.05,0
CUST20442,680,Germany,Female,45,7,118941.21,2,1,0,196561.06,0
CUST20443,443,Spain,Female,28,7,56415.66,3,0,1,32189.31,0
CUST20444,375,Spain,Female,24,2,84806.92,1,1,1,156543.98,0
CUST20445,561,Spain,Female,32,6,90179.02,1,0,1,147610.54,1
CUST20446,638,Spain,Female,54,2,936.37,1,0,1,66474.22,0
CUST20447,482,Spain,Female,43,5,18276.89,2,0,1,67222.27,0
CUST20448,836,Spain,Female,25,2,84476.32,3,1,0,43541.6,0
CUST20449,658,Germany,Male,56,0,80467.14,2,1,0,44058.04,0
CUST20450,569,Germany,Female,43,10,36029.05,2,0,1,84972.73,0
CUST20451,592,Germany,Male,27,9,31309.31,2,1,0,85931.32,0
CUST20452,582,Spain,Female,53,7,70062.14,1,1,0,15000.0,0
CUST20453,405,Germany,Male,69,6,123738.3,3,1,1,188207.74,0
CUST20454,653,Spain,Male,46,2,70793.28,3,1,0,73321.74,1
CUST20455,742,Spain,Female,26,6,164250.2,3,0,1,87952.55,0
CUST20456,560,France,Female,34,8,36729.87,3,0,0,56819.32,1
CUST20457,562,Spain,Female,49,5,85621.04,2,0,0,72984.57,0
CUST20458,805,Spain,Male,69,3,55513.75,3,1,0,68895.48,0
CUST20459,655,Germany,Female,66,4,107337.85,2,0,0,84868.13,0
CUST20460,498,France,Male,66,9,32012.67,3,0,1,84343.45,0
CUST20461,351,France,Female,61,2,181006.88,2,1,1,121218.99,0
CUST20462,761,Spain,Male,47,10,0.0,3,0,0,95224.9,0
CUST20463,663,France,Female,51,8,169351.41,1,1,0,116692.74,0
CUST20464,663,Germany,Female,56,9,79949.37,1,0,1,84558.51,0
CUST20465,491,Germany,Male,55,5,105383.35,1,0,1,95406.36,0
CUST20466,443,France,Male,51,2,148398.87,2,1,1,74141.24,1
CUST20467,597,Spain,Female,24,0,122171.38,3,1,0,130140.03,0
CUST20468,728,Germany,Female,63,5,34848.52,2,1,1,99518.01,0
CUST20469,498,France,Female,18,4,108004.93,3,0,0,77886.63,0
CUST20470,613,France,Male,40,1,177711.07,2,1,1,76544.04,0
CUST20471,848,Germany,Female,40,10,26198.96,3,0,0,80084.23,0
CUST20472,459,France,Male,69,10,191513.57,3,1,0,86369.98,0
CUST20473,465,Spain,Female,22,4,96213.64,1,1,1,82463.75,0
CUST20474,467,Germany,Female,42,7,51172.47,3,0,1,59852.13,0
CUST20475,806,Germany,Female,36,4,25869.08,1,0,1,119420.52,0
CUST20476,614,Germany,Male,23,5,62719.21,2,1,0,122263.42,0
CUST20477,808,France,Male,29,6,0.0,2,1,0,165273.56,0
CUST20478,823,Germany,Female,39,4,52161.55,1,1,0,57836.66,1
CUST20479,560,Germany,Female,65,8,60539.0,3,0,0,114989.74,1
CUST20480,377,France,Male,38,2,15907.25,2,0,0,15000.0,0
CUST20481,502,Germany,Female,63,7,116131.49,1,1,0,122306.94,0
CUST20482,621,Germany,Female,56,10,62967.85,1,1,0,19453.8,0
CUST20483,540,France,Male,60,9,40031.3,1,0,0,40705.1,1
CUST20484,351,Spain,Male,62,0,57106.63,1,0,0,99950.14,1
CUST20485,844,Germany,Male,55,1,94530.91,1,0,1,57032.54,0
CUST20486,501,France,Male,56,6,79027.17,1,0,1,50874.09,0
CUST20487,659,Germany,Male,26,10,36446.37,3,0,0,63183.28,0
CUST20488,823,France,Male,55,9,81910.94,3,1,1,117833.17,0
CUST20489,622,Germany,Male,20,9,72212.82,3,1,1,43019.93,1
CUST20490,697,France,Male,56,1,12329.47,2,1,0,82563.03,1
CUST20491,367,Germany,Female,52,5,59132.24,3,1,0,67960.47,1
CUST20492,698,France,Male,57,7,106863.6,3,0,1,121895.08,0
CUST20493,773,France,Male,51,6,106467.6,1,1,0,123156.48,0
CUST20494,809,France,Female,37,8,62351.96,3,1,0,15000.0,1
CUST20495,391,France,Male,37,2,112222.5,3,0,0,132029.92,0
CUST20496,464,Germany,Female,48,5,21102.45,2,0,0,57515.98,0
CUST20497,373,France,Female,42,4,22805.67,2,0,0,95633.15,0
CUST20498,808,France,Female,35,10,61180.98,2,0,0,42749.11,0
CUST20499,487,France,Male,43,2,157366.14,1,0,0,101701.06,0
CUST20500,615,Spain,Female,45,3,83978.84,1,1,0,199810.7,1
CUST20501,587,Spain,Female,30,0,59854.88,1,1,0,90722.45,0
CUST20502,694,France,Female,51,1,159927.59,1,1,1,64306.85,0
CUST20503,797,France,Male,34,10,59218.39,2,0,0,74552.74,0
CUST20504,511,Spain,Male,31,9,197910.33,2,1,0,18893.65,0
CUST20505,745,Spain,Male,39,2,46879.43,1,0,1,150203.35,0
CUST20506,495,Spain,Male,23,7,19354.92,1,0,0,99079.74,0
CUST20507,448,France,Female,49,6,65850.09,3,1,0,37799.59,0
CUST20508,403,Germany,Male,56,9,61300.37,3,1,1,39265.68,0
CUST20509,536,France,Female,67,3,30575.4,2,1,0,85687.71,0
CUST20510,630,Germany,Female,32,10,218108.57,3,0,0,126939.79,0
CUST20511,740,France,Female,46,4,92524.46,2,0,0,33205.45,0
CUST20512,774,France,Female,44,7,100533.73,1,0,0,135103.42,0
CUST20513,613,Germany,Female,56,4,49596.64,3,0,1,80876.49,0
CUST20514,554,Spain,Male,50,7,43228.18,3,0,1,43139.05,0
CUST20515,437,Germany,Male,59,3,131405.71,2,0,1,63953.93,0
CUST20516,807,Spain,Male,62,9,0.0,2,0,1,163684.92,0
CUST20517,548,Spain,Female,23,7,12142.45,1,1,1,22530.4,0
CUST20518,732,Spain,Male,36,3,61398.03,2,0,0,52064.82,0
CUST20519,662,France,Male,51,10,149307.6,2,0,1,127866.26,0
CUST20520,815,France,Male,46,7,54401.57,2,1,1,94740.57,0
CUST20521,836,Germany,Male,43,4,97888.34,1,1,1,49394.16,0
CUST20522,703,Spain,Male,27,1,76525.08,3,1,1,128415.7,0
CUST20523,680,Spain,Male,47,10,146294.21,2,0,0,130553.31,0
CUST20524,418,Spain,Male,56,8,0.0,1,0,0,99912.58,1
CUST20525,358,France,Female,19,7,115477.98,3,1,1,57442.15,0
CUST20526,623,Germany,Female,48,9,64060.56,2,1,0,64376.29,0
CUST20527,702,France,Male,65,6,125868.63,2,1,1,97810.42,0
CUST20528,723,France,Male,47,2,29939.48,2,1,1,25963.19,0
CUST20529,475,France,Male,67,2,76341.62,2,0,0,144750.32,1
CUST20530,601,Spain,Male,36,0,69362.13,1,1,1,161509.41,1
CUST20531,781,France,Male,18,0,19866.05,1,0,0,74382.03,1
CUST20532,397,Germany,Female,53,8,4577.28,3,1,0,101024.7,0
CUST20533,541,Spain,Female,29,9,43077.38,2,0,0,138361.09,1
CUST20534,822,Spain,Female,18,1,82146.21,2,1,1,173000.24,0
CUST20535,449,Germany,Male,27,6,33369.83,1,1,0,155064.16,1
CUST20536,508,Germany,Female,66,1,56845.95,3,1,1,15000.0,0
CUST20537,583,Germany,Female,58,4,0.0,3,1,1,70800.08,0
CUST20538,694,Spain,Male,32,8,54614.25,3,0,0,107530.97,0
CUST20539,477,Spain,Male,49,8,131297.27,2,1,0,62760.22,0
CUST20540,746,Germany,Female,35,10,113784.92,2,0,0,165224.5,1
CUST20541,467,Germany,Female,27,3,70219.29,3,0,1,158321.88,0
CUST20542,534,Germany,Female,69,10,88400.9,3,1,1,48283.14,1
CUST20543,636,Germany,Male,60,8,29445.68,2,0,1,77692.0,0
CUST20544,356,Spain,Female,36,3,164344.13,3,0,0,51270.06,0
CUST20545,733,France,Female,36,3,188726.94,3,1,0,76219.22,0
CUST20546,684,Spain,Male,60,1,84065.3,3,1,0,74855.54,0
CUST20547,767,Germany,Male,41,10,217487.72,1,1,0,127941.61,0
CUST20548,487,France,Male,37,2,37589.97,1,1,0,45019.09,0
CUST20549,548,France,Male,38,2,6190.64,1,1,1,15000.0,0
CUST20550,799,Germany,Female,41,4,35970.69,3,0,1,15000.0,0
CUST20551,383,France,Male,45,1,62928.04,1,1,1,38726.43,0
CUST20552,595,France,Male,20,8,202163.66,1,0,0,55493.88,0
CUST20553,591,France,Male,42,7,59536.25,1,1,0,93422.85,1
CUST20554,573,Spain,Female,40,1,27718.93,1,0,0,36409.27,0
CUST20555,566,Spain,Male,32,1,25584.76,3,1,0,30500.47,0
CUST20556,723,France,Female,36,0,137701.22,3,1,0,43174.87,0
CUST20557,448,Spain,Male,40,10,129851.6,3,1,1,34795.57,0
CUST20558,795,Germany,Female,37,4,48298.7,1,1,1,60047.78,0
CUST20559,798,Spain,Female,65,7,0.0,2,1,1,58122.07,0
CUST20560,439,France,Female,45,1,12927.36,3,1,1,116007.56,0
CUST20561,837,France,Female,44,2,169668.41,2,1,0,40471.18,0
CUST20562,481,France,Male,31,5,112884.43,3,0,0,68908.15,0
CUST20563,375,Spain,Male,65,2,78600.38,2,1,0,60473.98,0
CUST20564,549,Germany,Female,19,6,177785.82,1,0,1,121399.82,0
CUST20565,747,France,Male,46,10,182707.95,2,0,1,78057.43,0
CUST20566,772,Spain,Male,26,3,73023.32,3,1,0,132281.35,0
CUST20567,672,Spain,Male,57,6,74033.55,3,1,0,33143.34,0
CUST20568,755,Germany,Male,37,10,42987.43,2,1,0,82778.5,0
CUST20569,480,Spain,Male,33,9,59346.82,2,1,0,59084.9,0
CUST20570,789,France,Female,21,0,0.0,3,1,1,29827.93,0
CUST20571,667,Germany,Male,59,1,0.0,3,0,1,81962.0,0
CUST20572,416,Spain,Male,38,10,0.0,2,1,1,162981.75,0
CUST20573,414,Germany,Male,31,10,134638.54,1,1,0,46619.1,0
CUST20574,483,France,Female,61,3,0.0,3,1,0,79264.53,0
CUST20575,384,Spain,Male,19,5,182247.93,3,0,0,25949.58,0
CUST20576,491,Spain,Female,42,6,34829.22,1,1,0,19334.75,0
CUST20577,846,Spain,Female,26,7,170554.24,1,0,1,49573.65,0
CUST20578,470,Germany,Female,24,8,54922.01,1,0,0,64750.76,0
CUST20579,668,France,Female,19,4,0.0,2,0,1,66748.76,0
CUST20580,838,France,Female,27,9,145607.84,1,1,0,74828.87,1
CUST20581,476,Spain,Female,67,0,152102.61,3,1,1,15000.0,0
CUST20582,698,Spain,Female,41,0,25167.19,3,0,0,56832.42,0
CUST20583,575,France,Male,69,10,56759.13,1,1,0,107579.13,1
CUST20584,492,Germany,Female,31,1,25181.22,3,1,0,23878.97,0
CUST20585,825,Germany,Female,57,10,68371.03,1,1,1,69018.44,0
CUST20586,678,Germany,Female,22,3,80930.6,3,1,1,98177.97,0
CUST20587,569,Germany,Male,23,4,55673.93,2,0,1,49797.99,0
CUST20588,756,Spain,Male,18,0,0.0,1,0,1,100368.6,0
CUST20589,800,Spain,Male,64,10,43051.64,2,1,1,16549.32,1
CUST20590,740,France,Male,52,3,113693.53,3,0,0,124980.23,0
CUST20591,784,Germany,Female,56,1,63510.53,3,0,1,101461.03,0
CUST20592,511,Spain,Female,66,5,56990.77,1,0,0,87504.94,1
CUST20593,522,France,Male,35,1,23807.29,3,0,1,135616.81,0
CUST20594,466,Spain,Female,55,8,41447.17,1,0,1,70179.29,0
CUST20595,698,Germany,Male,44,0,152492.15,2,0,1,57196.47,0
CUST20596,751,Germany,Male,46,5,12312.25,1,0,0,146764.49,0
CUST20597,680,France,Female,52,4,114645.27,3,1,1,167834.46,0
CUST20598,649,Spain,Male,42,0,77588.04,3,0,1,53795.3,0
CUST20599,735,Germany,Female,19,0,88464.59,2,0,0,79881.55,0
CUST20600,440,Germany,Female,21,5,34720.4,3,0,0,132026.91,0
CUST20601,532,Germany,Female,44,4,55652.24,3,1,1,81483.47,0
CUST20602,703,France,Female,47,1,74685.39,1,0,1,111756.48,0
CUST20603,376,Spain,Male,56,1,46363.32,1,1,1,120118.16,0
CUST20604,805,France,Female,47,8,93228.77,1,0,0,59696.29,0
CUST20605,435,France,Male,27,8,100159.15,2,0,0,103867.36,0
CUST20606,743,Spain,Male,37,6,194498.86,2,0,1,84721.33,0
CUST20607,658,France,Female,41,9,90300.45,1,1,0,30240.91,0
CUST20608,773,Spain,Male,69,0,0.0,2,0,1,40465.63,0
CUST20609,737,Germany,Male,45,7,138966.05,1,0,1,55641.24,0
CUST20610,607,Spain,Male,51,8,63787.11,3,0,1,126783.39,0
CUST20611,728,France,Male,56,2,185655.89,3,0,0,128261.12,0
CUST20612,523,Spain,Female,36,5,155900.84,3,1,1,118746.08,0
CUST20613,641,France,Male,68,8,47210.29,1,0,1,104804.98,0
CUST20614,807,Spain,Male,53,6,114704.65,3,0,0,103577.18,0
CUST20615,392,Germany,Female,62,2,42332.47,2,1,1,97490.22,0
CUST20616,527,France,Male,56,7,75148.0,3,0,1,103341.87,1
CUST20617,358,Germany,Female,50,8,112179.16,3,1,0,106391.32,1
CUST20618,617,France,Male,19,0,136215.01,2,1,1,21801.0,0
CUST20619,741,France,Male,48,6,124236.32,1,1,0,49438.88,0
CUST20620,369,Spain,Female,24,5,79124.43,3,0,1,38698.53,0
CUST20621,624,Germany,Female,49,4,211588.31,2,1,1,134821.53,0
CUST20622,557,Spain,Male,54,0,54923.88,3,1,0,159434.5,0
CUST20623,741,Spain,Male,46,0,0.0,3,0,0,15000.0,0
CUST20624,460,Germany,Female,34,8,0.0,1,0,0,155416.66,0
CUST20625,431,Germany,Female,21,9,156070.43,3,1,1,88902.46,0
CUST20626,397,France,Female,52,4,70784.09,1,1,1,130572.39,1
CUST20627,553,France,Male,54,10,83748.16,1,0,0,107791.02,0
CUST20628,593,Spain,Female,42,10,45161.19,1,1,1,149817.78,0
CUST20629,809,France,Male,55,7,50101.36,3,0,0,94438.41,0
CUST20630,582,Germany,Male,58,6,31709.73,1,0,0,23644.55,0
CUST20631,435,France,Male,44,10,100913.29,3,1,1,80244.63,0
CUST20632,699,Spain,Male,20,6,69644.1,1,1,1,108204.52,0
CUST20633,380,Germany,Female,63,10,98925.3,2,0,0,75281.75,0
CUST20634,522,Germany,Male,42,10,93669.11,1,1,1,114597.93,0
CUST20635,676,Spain,Female,52,2,51576.67,2,0,1,82043.62,0
CUST20636,476,France,Female,65,7,0.0,2,1,0,58202.08,0
CUST20637,647,France,Female,36,8,0.0,3,0,1,36130.97,0
CUST20638,576,Germany,Female,50,9,241465.84,3,1,0,67368.31,0
CUST20639,826,France,Male,19,3,156299.54,3,0,0,94205.72,0
CUST20640,493,France,Female,64,9,148710.04,2,0,1,15000.0,0
CUST20641,803,France,Male,21,5,37896.63,1,1,0,49896.56,0
CUST20642,662,Spain,Male,46,4,75523.04,1,0,1,15000.0,0
CUST20643,724,France,Male,36,1,30155.05,3,0,1,57231.63,0
CUST20644,434,France,Female,19,3,2835.48,2,1,0,138879.16,1
CUST20645,359,Spain,Male,42,10,42617.46,3,1,1,31624.76,1
CUST20646,715,France,Female,66,7,147940.17,2,0,0,116642.19,0
CUST20647,590,France,Male,26,7,121241.0,2,0,1,213197.13,0
CUST20648,504,Germany,Female,33,9,21647.36,3,0,0,150409.22,0
CUST20649,798,France,Female,27,2,57685.12,3,1,1,91008.1,0
CUST20650,513,Spain,Female,24,7,116201.77,1,0,0,123629.55,0
CUST20651,566,Germany,Female,29,4,43596.57,2,1,0,23364.27,0
CUST20652,712,Spain,Female,47,9,79377.24,1,1,0,15000.0,0
CUST20653,831,France,Female,58,4,97101.61,3,1,0,86291.41,0
CUST20654,799,Germany,Male,53,9,96501.18,1,1,0,102937.48,0
CUST20655,676,France,Male,58,8,88978.0,3,1,1,134248.19,0
CUST20656,405,France,Female,55,8,39046.66,3,0,1,59405.7,0
CUST20657,404,Germany,Male,37,10,44696.4,1,1,1,93702.8,0
CUST20658,696,Spain,Female,64,8,12649.26,2,1,0,92160.02,0
CUST20659,604,France,Female,26,3,0.0,1,1,1,79087.27,0
CUST20660,416,Spain,Female,54,5,68688.82,2,1,0,81738.63,0
CUST20661,697,France,Male,23,5,119894.28,2,1,0,46538.3,0
CUST20662,821,France,Male,57,0,0.0,2,0,1,97586.83,1
CUST20663,382,Germany,Female,22,6,90013.53,3,0,1,93777.25,1
CUST20664,762,Germany,Male,29,4,118154.72,2,1,0,65199.47,0
CUST20665,522,Germany,Female,38,4,0.0,2,0,1,114959.84,0
CUST20666,548,Spain,Male,54,1,60118.04,1,1,1,131252.42,0
CUST20667,708,France,Male,20,5,165541.56,3,1,0,115481.93,0
CUST20668,473,Spain,Male,31,6,105356.76,1,0,0,38090.05,0
CUST20669,428,Spain,Male,35,1,0.0,2,0,1,89484.06,0
CUST20670,831,Spain,Female,56,6,111208.67,1,0,0,43985.58,0
CUST20671,524,France,Female,67,1,33874.48,1,0,1,89344.96,1
CUST20672,434,Germany,Male,49,1,113021.88,2,1,0,44160.85,0
CUST20673,694,Spain,Female,44,4,37045.5,3,1,0,142472.35,0
CUST20674,458,Spain,Male,35,4,72083.22,1,1,1,120249.92,0
CUST20675,737,Spain,Female,60,10,45435.15,2,0,0,136884.52,0
CUST20676,385,Spain,Female,23,0,75173.67,3,0,0,132327.49,0
CUST20677,609,Germany,Female,24,3,43799.59,2,0,0,72823.01,0
CUST20678,551,France,Female,28,8,62705.4,1,0,1,65847.56,0
CUST20679,828,France,Female,31,2,10341.72,1,1,1,163377.57,1
CUST20680,610,France,Male,42,10,101986.28,3,1,1,77569.62,0
CUST20681,812,Spain,Male,67,8,84640.69,1,0,0,24043.87,0
CUST20682,474,France,Female,51,10,0.0,1,1,1,130336.0,1
CUST20683,586,Germany,Female,37,10,129610.42,1,0,0,91469.91,0
CUST20684,756,Spain,Female,28,1,65304.16,3,1,0,152767.49,0
CUST20685,430,France,Female,51,5,83896.93,2,0,0,95933.64,0
CUST20686,813,Germany,Male,31,8,117050.89,3,0,1,84099.93,0
CUST20687,736,Germany,Male,68,0,93053.32,2,0,0,153675.44,0
CUST20688,688,Spain,Female,42,4,139086.17,1,0,1,15769.01,0
CUST20689,471,Germany,Male,46,7,58868.75,1,0,0,58658.7,0
CUST20690,759,Germany,Male,64,8,131893.62,1,1,0,45068.67,1
CUST20691,771,Spain,Female,33,4,81760.85,1,1,1,15000.0,1
CUST20692,496,Spain,Male,42,9,102919.84,2,1,1,124292.94,0
CUST20693,643,Spain,Female,45,7,97199.6,1,0,0,59916.17,1
CUST20694,380,Spain,Female,32,0,143240.17,1,1,0,125741.56,0
CUST20695,547,Spain,Male,20,3,114677.68,2,0,0,102508.89,0
CUST20696,425,Spain,Female,32,10,50638.0,2,0,1,112321.41,0
CUST20697,628,Spain,Female,23,0,39730.31,3,1,0,64507.02,1
CUST20698,624,France,Female,53,1,72263.52,2,1,0,50608.83,1
CUST20699,616,Germany,Female,18,3,33194.42,2,0,0,89039.24,0
CUST20700,688,France,Male,34,10,17129.43,2,1,0,126362.57,0
CUST20701,812,Germany,Female,63,7,0.0,1,0,0,82732.81,0
CUST20702,448,Germany,Female,47,1,0.0,2,0,1,53412.87,0
CUST20703,457,Spain,Male,52,4,184197.35,2,0,1,31044.19,0
CUST20704,457,Germany,Male,52,10,38892.49,1,0,0,94187.34,0
CUST20705,814,Spain,Male,33,2,179690.32,3,0,1,60066.96,0
CUST20706,396,Spain,Male,50,6,97173.5,2,1,0,81771.67,0
CUST20707,365,Spain,Male,29,5,72263.31,3,0,1,74254.95,0
CUST20708,430,France,Female,51,8,0.0,1,1,0,65000.61,0
CUST20709,734,Spain,Female,53,8,75256.79,3,0,0,98221.16,0
CUST20710,639,France,Female,63,9,179070.11,2,0,0,109952.68,0
CUST20711,809,Germany,Female,65,1,160670.02,3,1,1,173437.55,0
CUST20712,452,Germany,Male,19,4,90083.13,2,1,1,119108.55,0
CUST20713,547,France,Male,33,7,11823.24,2,1,1,156715.7,0
CUST20714,627,Spain,Female,46,4,22355.91,1,0,0,48162.98,0
CUST20715,386,Spain,Female,34,7,28107.45,3,1,0,15000.0,1
CUST20716,809,Germany,Female,50,6,145298.52,1,0,0,84350.64,0
CUST20717,752,France,Male,62,4,164744.62,1,0,0,123611.23,0
CUST20718,421,France,Male,31,1,85774.11,2,0,0,116552.28,0
CUST20719,771,France,Female,64,10,58330.58,3,1,1,139512.17,0
CUST20720,574,Spain,Male,63,9,160179.08,3,1,1,15000.0,0
CUST20721,518,Germany,Male,65,9,21178.46,3,1,0,141383.96,0
CUST20722,823,France,Male,21,3,77850.28,2,1,0,100095.82,1
CUST20723,609,Germany,Female,33,3,100463.13,3,0,0,15519.4,0
CUST20724,463,Spain,Male,24,3,27545.97,2,0,1,117558.8,0
CUST20725,754,Germany,Female,24,0,40024.72,2,1,1,92626.72,0
CUST20726,707,Germany,Male,20,1,35744.43,1,1,1,102155.32,0
CUST20727,446,France,Female,40,3,152919.98,3,1,0,129959.91,0
CUST20728,688,Spain,Male,22,10,180290.2,1,1,0,104362.39,0
CUST20729,664,France,Male,33,2,81313.59,1,0,1,18722.87,0
CUST20730,487,Spain,Male,69,5,60247.98,2,1,0,78563.82,0
CUST20731,565,France,Male,63,6,42008.74,2,1,0,15000.0,1
CUST20732,769,France,Female,66,3,75096.05,1,0,0,114207.78,0
CUST20733,437,Germany,Male,19,10,44737.8,2,0,0,147908.66,0
CUST20734,711,France,Female,52,1,69663.34,1,0,1,29134.66,0
CUST20735,765,France,Female,50,9,97727.81,2,0,0,54784.13,0
CUST20736,818,France,Male,24,8,52707.79,3,1,1,45293.38,0
CUST20737,512,Spain,Male,65,3,64572.66,3,0,0,64574.26,0
CUST20738,483,Spain,Female,39,8,64800.0,1,1,0,103559.04,0
CUST20739,817,France,Female,68,4,57534.01,2,0,1,65061.89,0
CUST20740,581,Germany,Female,23,10,50720.37,2,0,1,114363.86,0
CUST20741,634,Germany,Female,51,0,116920.81,1,1,1,132942.09,0
CUST20742,606,Germany,Female,24,0,0.0,1,0,1,134579.17,0
CUST20743,607,Germany,Male,67,5,161585.39,1,1,1,34681.85,0
CUST20744,662,Spain,Female,49,10,82454.12,3,0,1,147366.8,0
CUST20745,561,Germany,Male,21,0,108550.97,2,0,1,150973.25,1
CUST20746,546,Germany,Female,29,8,114879.28,1,1,1,154870.6,0
CUST20747,550,Spain,Male,36,10,36056.75,3,1,0,77898.33,0
CUST20748,678,Germany,Male,18,5,24710.28,1,0,0,51167.09,0
CUST20749,758,France,Female,18,9,18225.19,3,1,0,40709.15,0
CUST20750,627,France,Female,66,8,61411.26,2,0,0,35419.91,0
CUST20751,688,Germany,Female,69,2,113456.26,1,1,0,85526.07,0
CUST20752,556,France,Female,45,9,42893.09,2,1,1,123153.33,0
CUST20753,736,Spain,Male,64,7,108436.24,3,1,1,143795.13,0
CUST20754,546,Germany,Male,52,0,0.0,2,1,0,63149.93,0
CUST20755,560,France,Female,19,6,53793.8,3,1,0,83259.03,1
CUST20756,377,Germany,Male,55,7,139192.56,3,1,1,80311.56,0
CUST20757,480,Spain,Male,18,8,65596.58,1,1,0,56412.39,0
CUST20758,719,Spain,Female,60,8,29397.1,3,1,1,118108.73,0
CUST20759,393,Spain,Male,37,5,38873.62,2,0,1,101328.17,0
CUST20760,461,Spain,Male,25,3,0.0,3,1,0,91382.04,0
CUST20761,738,Germany,Female,31,2,19350.89,2,1,1,101123.74,0
CUST20762,786,Spain,Male,53,0,133148.28,2,1,0,112695.31,0
CUST20763,557,Spain,Female,62,7,42956.85,2,0,0,112244.67,0
CUST20764,553,Germany,Male,47,10,49450.06,3,0,1,47267.95,1
